Strategy,Won,Score,Remaining_plays,Target_hand_ratio
Flush,1,707,0,0.5
Flush,1,1873,3,0.75
Flush,1,888,1,0.75
Flush,1,1016,1,0.75
Flush,1,1156,1,1.0
Flush,1,923,1,0.75
Flush,1,903,2,0.75
Flush,1,904,1,0.75
Flush,1,1136,1,1.0
Flush,1,980,2,0.75
Flush,1,1044,2,0.75
Flush,1,700,2,0.5
Flush,1,1085,2,0.75
Flush,1,1596,1,1.0
Flush,1,858,0,0.75
Flush,1,832,1,0.75
Flush,1,1208,2,1.0
Flush,1,1268,2,1.0
Flush,1,780,1,0.5
Flush,1,908,1,0.75
Flush,1,1208,2,1.0
Flush,1,1096,1,1.0
Flush,1,900,2,0.75
Flush,1,651,2,0.5
Flush,1,1072,1,1.0
Flush,1,1180,1,1.0
Flush,1,947,2,0.75
Flush,1,1160,1,1.0
Flush,1,988,1,0.75
Flush,1,1932,3,1.0
Flush,1,663,0,0.5
Flush,1,960,1,0.75
Flush,1,724,1,0.5
Flush,1,928,2,0.75
Flush,1,1020,2,0.75
Flush,1,968,1,0.75
Flush,1,1128,1,1.0
